FEATURE,SATISFACTION_WEIGHT,DISSATISFACTION_WEIGHT,QUARTERLY_PERIODS,COUNTRY,WEIGHT_PER_PERSON,RESTAURANT_NAME,CITY,BOOKING_CHANNEL,RESTAURANT_BRAND,AGE,AGE_BREAKS,GENDER,RESERVATION_TYPE,ORDER_TYPE,UNIQUE_ID
Hygiene & Cleanliness,0.0,8625.50821,2024Q3,IT,8625.50821,Chipotle Rome #20,Rome,JustEat,Chipotle,77,65+,Male,Reserved,Delivery,148
Menu Variety,0.0,8625.50821,2024Q3,IT,0.0,Chipotle Rome #20,Rome,JustEat,Chipotle,77,65+,Male,Reserved,Delivery,148
Ambience,0.0,8625.50821,2024Q3,IT,0.0,Chipotle Rome #20,Rome,JustEat,Chipotle,77,65+,Male,Reserved,Delivery,148
Customer Service,0.0,8625.50821,2024Q3,IT,0.0,Chipotle Rome #20,Rome,JustEat,Chipotle,77,65+,Male,Reserved,Delivery,148
Menu Variety,8535.57971,0.0,2024Q2,DE,8535.57971,Subway Berlin #25,Berlin,Deliveroo,Subway,27,25-34,Female,Reserved,Delivery,149
Location & Accessibility,8535.57971,0.0,2024Q2,DE,0.0,Subway Berlin #25,Berlin,Deliveroo,Subway,27,25-34,Female,Reserved,Delivery,149
Hygiene & Cleanliness,8535.57971,0.0,2024Q2,DE,0.0,Subway Berlin #25,Berlin,Deliveroo,Subway,27,25-34,Female,Reserved,Delivery,149
Customer Service,8535.57971,0.0,2024Q2,DE,0.0,Subway Berlin #25,Berlin,Deliveroo,Subway,27,25-34,Female,Reserved,Delivery,149
Hygiene & Cleanliness,7445.96613,0.0,2024Q3,IT,7445.96613,Subway Rome #47,Rome,JustEat,Subway,89,65+,Male,Reserved,Delivery,150
Reservation System,7445.96613,0.0,2024Q3,IT,0.0,Subway Rome #47,Rome,JustEat,Subway,89,65+,Male,Reserved,Delivery,150
Customer Service,0.0,5471.38796,2024Q3,DE,5471.38796,Chipotle Berlin #90,Berlin,OpenTable,Chipotle,37,35-45,Female,Reserved,Eat In,151
Reservation System,0.0,7096.79138,2024Q2,ES,7096.79138,Subway Madrid #68,Madrid,RestaurantWebsite,Subway,18,18-24,Female,Reserved,Delivery,152
Ambience,8773.45303,0.0,2024Q2,FR,8773.45303,Subway Paris #72,Paris,OpenTable,Subway,28,25-34,Female,Reserved,Eat In,153
Pricing,8773.45303,0.0,2024Q2,FR,0.0,Subway Paris #72,Paris,OpenTable,Subway,28,25-34,Female,Reserved,Eat In,153
Reservation System,8149.98179,0.0,2024Q2,US,8149.98179,Chipotle New York #58,New York,RestaurantWebsite,Chipotle,55,55-64,Female,Walk-In,Takeout,154
Service Speed,8149.98179,0.0,2024Q2,US,0.0,Chipotle New York #58,New York,RestaurantWebsite,Chipotle,55,55-64,Female,Walk-In,Takeout,154
Special Features or Experiences,8643.95972,0.0,2024Q2,DE,8643.95972,Chipotle Berlin #56,Berlin,UberEats,Chipotle,26,25-34,Male,Reserved,Delivery,155
Location & Accessibility,4938.00845,0.0,2024Q3,DE,4938.00845,Burger King Berlin #2,Berlin,RestaurantWebsite,Burger King,71,65+,Female,Walk-In,Eat In,156
Food Quality,4938.00845,0.0,2024Q3,DE,0.0,Burger King Berlin #2,Berlin,RestaurantWebsite,Burger King,71,65+,Female,Walk-In,Eat In,156
Special Features or Experiences,0.0,6703.38702,2024Q2,US,6703.38702,KFC New York #13,New York,OpenTable,KFC,63,55-64,Male,Reserved,Eat In,157
Hygiene & Cleanliness,0.0,6703.38702,2024Q2,US,0.0,KFC New York #13,New York,OpenTable,KFC,63,55-64,Male,Reserved,Eat In,157
Reservation System,0.0,6703.38702,2024Q2,US,0.0,KFC New York #13,New York,OpenTable,KFC,63,55-64,Male,Reserved,Eat In,157
Pricing,0.0,6703.38702,2024Q2,US,0.0,KFC New York #13,New York,OpenTable,KFC,63,55-64,Male,Reserved,Eat In,157
Menu Variety,0.0,7002.5038,2024Q3,UK,7002.5038,Subway London #9,London,UberEats,Subway,19,18-24,Female,Reserved,Delivery,158
Location & Accessibility,7158.35014,0.0,2024Q3,DE,7158.35014,Subway Berlin #93,Berlin,UberEats,Subway,40,35-45,Male,Reserved,Delivery,159
Reservation System,7158.35014,0.0,2024Q3,DE,0.0,Subway Berlin #93,Berlin,UberEats,Subway,40,35-45,Male,Reserved,Delivery,159
Location & Accessibility,0.0,8064.61122,2024Q2,IT,8064.61122,Subway Rome #87,Rome,OpenTable,Subway,62,55-64,Female,Reserved,Eat In,160
Menu Variety,6294.78468,0.0,2024Q3,UK,6294.78468,KFC London #52,London,UberEats,KFC,79,65+,Female,Reserved,Delivery,161
Food Quality,6294.78468,0.0,2024Q3,UK,0.0,KFC London #52,London,UberEats,KFC,79,65+,Female,Reserved,Delivery,161
Pricing,6294.78468,0.0,2024Q3,UK,0.0,KFC London #52,London,UberEats,KFC,79,65+,Female,Reserved,Delivery,161
Special Features or Experiences,6294.78468,0.0,2024Q3,UK,0.0,KFC London #52,London,UberEats,KFC,79,65+,Female,Reserved,Delivery,161
Food Quality,4381.41036,0.0,2024Q3,UK,4381.41036,McDonald's London #57,London,OpenTable,McDonald's,61,55-64,Male,Reserved,Eat In,162
Hygiene & Cleanliness,0.0,7302.13012,2024Q3,US,7302.13012,McDonald's New York #21,New York,Deliveroo,McDonald's,63,55-64,Male,Reserved,Delivery,163
Pricing,8610.67677,0.0,2024Q3,US,8610.67677,Subway New York #59,New York,JustEat,Subway,77,65+,Female,Reserved,Delivery,164
Reservation System,8610.67677,0.0,2024Q3,US,0.0,Subway New York #59,New York,JustEat,Subway,77,65+,Female,Reserved,Delivery,164
Food Quality,8610.67677,0.0,2024Q3,US,0.0,Subway New York #59,New York,JustEat,Subway,77,65+,Female,Reserved,Delivery,164
Hygiene & Cleanliness,8610.67677,0.0,2024Q3,US,0.0,Subway New York #59,New York,JustEat,Subway,77,65+,Female,Reserved,Delivery,164
Customer Service,9320.9606,0.0,2024Q3,US,9320.9606,McDonald's New York #16,New York,JustEat,McDonald's,28,25-34,Male,Reserved,Delivery,165
Hygiene & Cleanliness,9320.9606,0.0,2024Q3,US,0.0,McDonald's New York #16,New York,JustEat,McDonald's,28,25-34,Male,Reserved,Delivery,165
Service Speed,0.0,5988.25886,2024Q2,US,5988.25886,KFC New York #54,New York,Deliveroo,KFC,41,35-45,Male,Reserved,Delivery,166
Reservation System,0.0,5988.25886,2024Q2,US,0.0,KFC New York #54,New York,Deliveroo,KFC,41,35-45,Male,Reserved,Delivery,166
Service Speed,0.0,6023.2314,2024Q2,DE,6023.2314,McDonald's Berlin #56,Berlin,UberEats,McDonald's,76,65+,Female,Reserved,Delivery,167
Location & Accessibility,0.0,6023.2314,2024Q2,DE,0.0,McDonald's Berlin #56,Berlin,UberEats,McDonald's,76,65+,Female,Reserved,Delivery,167
Reservation System,4124.08284,0.0,2024Q3,DE,4124.08284,McDonald's Berlin #71,Berlin,RestaurantWebsite,McDonald's,26,25-34,Male,Reserved,Eat In,168
Food Quality,4124.08284,0.0,2024Q3,DE,0.0,McDonald's Berlin #71,Berlin,RestaurantWebsite,McDonald's,26,25-34,Male,Reserved,Eat In,168
Customer Service,7807.74317,0.0,2024Q2,ES,7807.74317,KFC Madrid #49,Madrid,OpenTable,KFC,27,25-34,Female,Reserved,Eat In,169
Pricing,7807.74317,0.0,2024Q2,ES,0.0,KFC Madrid #49,Madrid,OpenTable,KFC,27,25-34,Female,Reserved,Eat In,169
Menu Variety,7807.74317,0.0,2024Q2,ES,0.0,KFC Madrid #49,Madrid,OpenTable,KFC,27,25-34,Female,Reserved,Eat In,169
Special Features or Experiences,0.0,6295.60599,2024Q2,US,6295.60599,Burger King New York #24,New York,RestaurantWebsite,Burger King,24,18-24,Female,Walk-In,Eat In,170
Menu Variety,0.0,6295.60599,2024Q2,US,0.0,Burger King New York #24,New York,RestaurantWebsite,Burger King,24,18-24,Female,Walk-In,Eat In,170
Customer Service,0.0,6295.60599,2024Q2,US,0.0,Burger King New York #24,New York,RestaurantWebsite,Burger King,24,18-24,Female,Walk-In,Eat In,170
Service Speed,0.0,6295.60599,2024Q2,US,0.0,Burger King New York #24,New York,RestaurantWebsite,Burger King,24,18-24,Female,Walk-In,Eat In,170
Food Quality,4521.34284,0.0,2024Q2,UK,4521.34284,Chipotle London #88,London,Deliveroo,Chipotle,84,65+,Female,Reserved,Delivery,171
Service Speed,4521.34284,0.0,2024Q2,UK,0.0,Chipotle London #88,London,Deliveroo,Chipotle,84,65+,Female,Reserved,Delivery,171
Special Features or Experiences,4521.34284,0.0,2024Q2,UK,0.0,Chipotle London #88,London,Deliveroo,Chipotle,84,65+,Female,Reserved,Delivery,171
Pricing,4381.43793,0.0,2024Q2,ES,4381.43793,McDonald's Madrid #97,Madrid,OpenTable,McDonald's,55,55-64,Female,Reserved,Eat In,172
Ambience,4381.43793,0.0,2024Q2,ES,0.0,McDonald's Madrid #97,Madrid,OpenTable,McDonald's,55,55-64,Female,Reserved,Eat In,172
Ambience,5567.60363,0.0,2024Q3,ES,5567.60363,Subway Madrid #78,Madrid,OpenTable,Subway,59,55-64,Male,Reserved,Eat In,173
Location & Accessibility,5567.60363,0.0,2024Q3,ES,0.0,Subway Madrid #78,Madrid,OpenTable,Subway,59,55-64,Male,Reserved,Eat In,173
Food Quality,5567.60363,0.0,2024Q3,ES,0.0,Subway Madrid #78,Madrid,OpenTable,Subway,59,55-64,Male,Reserved,Eat In,173
Pricing,7837.65776,0.0,2024Q2,FR,7837.65776,KFC Paris #54,Paris,RestaurantWebsite,KFC,84,65+,Female,Walk-In,Takeout,174
Ambience,7837.65776,0.0,2024Q2,FR,0.0,KFC Paris #54,Paris,RestaurantWebsite,KFC,84,65+,Female,Walk-In,Takeout,174
Special Features or Experiences,7837.65776,0.0,2024Q2,FR,0.0,KFC Paris #54,Paris,RestaurantWebsite,KFC,84,65+,Female,Walk-In,Takeout,174
Location & Accessibility,2009.06032,0.0,2024Q3,IT,2009.06032,McDonald's Rome #34,Rome,UberEats,McDonald's,37,35-45,Male,Reserved,Delivery,175
Food Quality,2009.06032,0.0,2024Q3,IT,0.0,McDonald's Rome #34,Rome,UberEats,McDonald's,37,35-45,Male,Reserved,Delivery,175
Customer Service,2009.06032,0.0,2024Q3,IT,0.0,McDonald's Rome #34,Rome,UberEats,McDonald's,37,35-45,Male,Reserved,Delivery,175
Reservation System,2009.06032,0.0,2024Q3,IT,0.0,McDonald's Rome #34,Rome,UberEats,McDonald's,37,35-45,Male,Reserved,Delivery,175
Pricing,5798.02446,0.0,2024Q3,ES,5798.02446,KFC Madrid #50,Madrid,Deliveroo,KFC,55,55-64,Male,Reserved,Delivery,176
Reservation System,5798.02446,0.0,2024Q3,ES,0.0,KFC Madrid #50,Madrid,Deliveroo,KFC,55,55-64,Male,Reserved,Delivery,176
Ambience,5798.02446,0.0,2024Q3,ES,0.0,KFC Madrid #50,Madrid,Deliveroo,KFC,55,55-64,Male,Reserved,Delivery,176
Hygiene & Cleanliness,5798.02446,0.0,2024Q3,ES,0.0,KFC Madrid #50,Madrid,Deliveroo,KFC,55,55-64,Male,Reserved,Delivery,176
Customer Service,4934.22401,0.0,2024Q2,IT,4934.22401,McDonald's Rome #39,Rome,Deliveroo,McDonald's,86,65+,Male,Reserved,Delivery,177
Food Quality,4934.22401,0.0,2024Q2,IT,0.0,McDonald's Rome #39,Rome,Deliveroo,McDonald's,86,65+,Male,Reserved,Delivery,177
Ambience,4934.22401,0.0,2024Q2,IT,0.0,McDonald's Rome #39,Rome,Deliveroo,McDonald's,86,65+,Male,Reserved,Delivery,177
Special Features or Experiences,0.0,7213.73938,2024Q3,US,7213.73938,Chipotle New York #100,New York,OpenTable,Chipotle,33,25-34,Female,Reserved,Eat In,178
Ambience,0.0,7213.73938,2024Q3,US,0.0,Chipotle New York #100,New York,OpenTable,Chipotle,33,25-34,Female,Reserved,Eat In,178
Reservation System,0.0,7213.73938,2024Q3,US,0.0,Chipotle New York #100,New York,OpenTable,Chipotle,33,25-34,Female,Reserved,Eat In,178
Customer Service,0.0,7213.73938,2024Q3,US,0.0,Chipotle New York #100,New York,OpenTable,Chipotle,33,25-34,Female,Reserved,Eat In,178
Service Speed,0.0,7848.36765,2024Q3,ES,7848.36765,Burger King Madrid #41,Madrid,UberEats,Burger King,32,25-34,Female,Reserved,Delivery,179
Hygiene & Cleanliness,0.0,7848.36765,2024Q3,ES,0.0,Burger King Madrid #41,Madrid,UberEats,Burger King,32,25-34,Female,Reserved,Delivery,179
Service Speed,0.0,6650.45804,2024Q3,UK,6650.45804,Burger King London #58,London,JustEat,Burger King,22,18-24,Male,Reserved,Delivery,180
Pricing,9499.7208,0.0,2024Q3,FR,9499.7208,Chipotle Paris #21,Paris,OpenTable,Chipotle,43,35-45,Male,Reserved,Eat In,181
Ambience,9499.7208,0.0,2024Q3,FR,0.0,Chipotle Paris #21,Paris,OpenTable,Chipotle,43,35-45,Male,Reserved,Eat In,181
Hygiene & Cleanliness,0.0,1650.94511,2024Q3,FR,1650.94511,KFC Paris #9,Paris,RestaurantWebsite,KFC,55,55-64,Male,Walk-In,Eat In,182
Food Quality,0.0,1650.94511,2024Q3,FR,0.0,KFC Paris #9,Paris,RestaurantWebsite,KFC,55,55-64,Male,Walk-In,Eat In,182
Customer Service,0.0,1650.94511,2024Q3,FR,0.0,KFC Paris #9,Paris,RestaurantWebsite,KFC,55,55-64,Male,Walk-In,Eat In,182
Location & Accessibility,0.0,1650.94511,2024Q3,FR,0.0,KFC Paris #9,Paris,RestaurantWebsite,KFC,55,55-64,Male,Walk-In,Eat In,182
Hygiene & Cleanliness,7639.59217,0.0,2024Q2,UK,7639.59217,Burger King London #45,London,UberEats,Burger King,31,25-34,Female,Reserved,Delivery,183
Service Speed,7639.59217,0.0,2024Q2,UK,0.0,Burger King London #45,London,UberEats,Burger King,31,25-34,Female,Reserved,Delivery,183
Ambience,7639.59217,0.0,2024Q2,UK,0.0,Burger King London #45,London,UberEats,Burger King,31,25-34,Female,Reserved,Delivery,183
Ambience,2064.77638,0.0,2024Q3,UK,2064.77638,McDonald's London #96,London,OpenTable,McDonald's,56,55-64,Female,Reserved,Eat In,184
Food Quality,9041.72495,0.0,2024Q3,UK,9041.72495,Burger King London #96,London,UberEats,Burger King,40,35-45,Male,Reserved,Delivery,185
Menu Variety,9041.72495,0.0,2024Q3,UK,0.0,Burger King London #96,London,UberEats,Burger King,40,35-45,Male,Reserved,Delivery,185
Pricing,9041.72495,0.0,2024Q3,UK,0.0,Burger King London #96,London,UberEats,Burger King,40,35-45,Male,Reserved,Delivery,185
Ambience,0.0,7985.10175,2024Q3,IT,7985.10175,Chipotle Rome #11,Rome,OpenTable,Chipotle,32,25-34,Female,Reserved,Eat In,186
Location & Accessibility,4877.93568,0.0,2024Q2,UK,4877.93568,Subway London #54,London,Deliveroo,Subway,70,65+,Female,Reserved,Delivery,187
Service Speed,4877.93568,0.0,2024Q2,UK,0.0,Subway London #54,London,Deliveroo,Subway,70,65+,Female,Reserved,Delivery,187
Customer Service,4877.93568,0.0,2024Q2,UK,0.0,Subway London #54,London,Deliveroo,Subway,70,65+,Female,Reserved,Delivery,187
Ambience,5184.99404,0.0,2024Q3,US,5184.99404,Burger King New York #15,New York,Deliveroo,Burger King,21,18-24,Female,Reserved,Delivery,188
Reservation System,5184.99404,0.0,2024Q3,US,0.0,Burger King New York #15,New York,Deliveroo,Burger King,21,18-24,Female,Reserved,Delivery,188
Hygiene & Cleanliness,5184.99404,0.0,2024Q3,US,0.0,Burger King New York #15,New York,Deliveroo,Burger King,21,18-24,Female,Reserved,Delivery,188
Ambience,1418.76832,0.0,2024Q3,DE,1418.76832,KFC Berlin #77,Berlin,Deliveroo,KFC,44,35-45,Male,Reserved,Delivery,189
Reservation System,6441.60196,0.0,2024Q2,ES,6441.60196,Subway Madrid #33,Madrid,Deliveroo,Subway,83,65+,Female,Reserved,Delivery,190
Ambience,6441.60196,0.0,2024Q2,ES,0.0,Subway Madrid #33,Madrid,Deliveroo,Subway,83,65+,Female,Reserved,Delivery,190
Customer Service,6441.60196,0.0,2024Q2,ES,0.0,Subway Madrid #33,Madrid,Deliveroo,Subway,83,65+,Female,Reserved,Delivery,190
Hygiene & Cleanliness,6441.60196,0.0,2024Q2,ES,0.0,Subway Madrid #33,Madrid,Deliveroo,Subway,83,65+,Female,Reserved,Delivery,190
Special Features or Experiences,3097.30083,0.0,2024Q3,DE,3097.30083,McDonald's Berlin #40,Berlin,OpenTable,McDonald's,56,55-64,Female,Reserved,Eat In,191
Service Speed,3097.30083,0.0,2024Q3,DE,0.0,McDonald's Berlin #40,Berlin,OpenTable,McDonald's,56,55-64,Female,Reserved,Eat In,191
Location & Accessibility,0.0,9633.99133,2024Q2,FR,9633.99133,Chipotle Paris #86,Paris,Deliveroo,Chipotle,26,25-34,Male,Reserved,Delivery,192
Reservation System,9335.68435,0.0,2024Q2,UK,9335.68435,Chipotle London #20,London,OpenTable,Chipotle,55,55-64,Female,Reserved,Eat In,193
Hygiene & Cleanliness,9335.68435,0.0,2024Q2,UK,0.0,Chipotle London #20,London,OpenTable,Chipotle,55,55-64,Female,Reserved,Eat In,193
Pricing,9335.68435,0.0,2024Q2,UK,0.0,Chipotle London #20,London,OpenTable,Chipotle,55,55-64,Female,Reserved,Eat In,193
Reservation System,0.0,7803.49596,2024Q3,DE,7803.49596,Burger King Berlin #89,Berlin,OpenTable,Burger King,29,25-34,Female,Reserved,Eat In,194
Service Speed,0.0,7803.49596,2024Q3,DE,0.0,Burger King Berlin #89,Berlin,OpenTable,Burger King,29,25-34,Female,Reserved,Eat In,194
Ambience,0.0,7803.49596,2024Q3,DE,0.0,Burger King Berlin #89,Berlin,OpenTable,Burger King,29,25-34,Female,Reserved,Eat In,194
Customer Service,0.0,5991.0606,2024Q3,FR,5991.0606,Subway Paris #33,Paris,OpenTable,Subway,73,65+,Male,Reserved,Eat In,195
Location & Accessibility,0.0,5991.0606,2024Q3,FR,0.0,Subway Paris #33,Paris,OpenTable,Subway,73,65+,Male,Reserved,Eat In,195
Ambience,0.0,5991.0606,2024Q3,FR,0.0,Subway Paris #33,Paris,OpenTable,Subway,73,65+,Male,Reserved,Eat In,195
Hygiene & Cleanliness,0.0,5991.0606,2024Q3,FR,0.0,Subway Paris #33,Paris,OpenTable,Subway,73,65+,Male,Reserved,Eat In,195
Ambience,6559.42571,0.0,2024Q2,ES,6559.42571,McDonald's Madrid #3,Madrid,OpenTable,McDonald's,26,25-34,Male,Reserved,Eat In,196
Food Quality,6559.42571,0.0,2024Q2,ES,0.0,McDonald's Madrid #3,Madrid,OpenTable,McDonald's,26,25-34,Male,Reserved,Eat In,196
Special Features or Experiences,4509.8975,0.0,2024Q2,DE,4509.8975,Subway Berlin #93,Berlin,Deliveroo,Subway,34,25-34,Male,Reserved,Delivery,197
Ambience,2224.50952,0.0,2024Q2,UK,2224.50952,Subway London #93,London,UberEats,Subway,18,18-24,Female,Reserved,Delivery,198
Location & Accessibility,7868.18409,0.0,2024Q3,US,7868.18409,KFC New York #5,New York,UberEats,KFC,82,65+,Female,Reserved,Delivery,199
Service Speed,7868.18409,0.0,2024Q3,US,0.0,KFC New York #5,New York,UberEats,KFC,82,65+,Female,Reserved,Delivery,199
Food Quality,7868.18409,0.0,2024Q3,US,0.0,KFC New York #5,New York,UberEats,KFC,82,65+,Female,Reserved,Delivery,199
Ambience,7868.18409,0.0,2024Q3,US,0.0,KFC New York #5,New York,UberEats,KFC,82,65+,Female,Reserved,Delivery,199
Ambience,3220.23936,0.0,2024Q2,IT,3220.23936,KFC Rome #5,Rome,UberEats,KFC,25,25-34,Female,Reserved,Delivery,200
Food Quality,3220.23936,0.0,2024Q2,IT,0.0,KFC Rome #5,Rome,UberEats,KFC,25,25-34,Female,Reserved,Delivery,200
Food Quality,7874.97275,0.0,2024Q3,US,7874.97275,KFC New York #48,New York,UberEats,KFC,60,55-64,Male,Reserved,Delivery,201
Ambience,1133.53178,0.0,2024Q3,ES,1133.53178,Subway Madrid #67,Madrid,Deliveroo,Subway,57,55-64,Male,Reserved,Delivery,202
Food Quality,1133.53178,0.0,2024Q3,ES,0.0,Subway Madrid #67,Madrid,Deliveroo,Subway,57,55-64,Male,Reserved,Delivery,202
Customer Service,1065.72211,0.0,2024Q3,UK,1065.72211,Subway London #64,London,Deliveroo,Subway,35,35-45,Male,Reserved,Delivery,203
Service Speed,1065.72211,0.0,2024Q3,UK,0.0,Subway London #64,London,Deliveroo,Subway,35,35-45,Male,Reserved,Delivery,203
Food Quality,1065.72211,0.0,2024Q3,UK,0.0,Subway London #64,London,Deliveroo,Subway,35,35-45,Male,Reserved,Delivery,203
Menu Variety,1065.72211,0.0,2024Q3,UK,0.0,Subway London #64,London,Deliveroo,Subway,35,35-45,Male,Reserved,Delivery,203
Hygiene & Cleanliness,3973.04106,0.0,2024Q3,DE,3973.04106,Chipotle Berlin #56,Berlin,OpenTable,Chipotle,41,35-45,Male,Reserved,Eat In,204
Customer Service,3973.04106,0.0,2024Q3,DE,0.0,Chipotle Berlin #56,Berlin,OpenTable,Chipotle,41,35-45,Male,Reserved,Eat In,204
Special Features or Experiences,3973.04106,0.0,2024Q3,DE,0.0,Chipotle Berlin #56,Berlin,OpenTable,Chipotle,41,35-45,Male,Reserved,Eat In,204
Special Features or Experiences,4389.16257,0.0,2024Q2,IT,4389.16257,KFC Rome #50,Rome,RestaurantWebsite,KFC,28,25-34,Male,Reserved,Delivery,205
Pricing,4389.16257,0.0,2024Q2,IT,0.0,KFC Rome #50,Rome,RestaurantWebsite,KFC,28,25-34,Male,Reserved,Delivery,205
Food Quality,4079.62337,0.0,2024Q2,UK,4079.62337,Burger King London #36,London,UberEats,Burger King,75,65+,Male,Reserved,Delivery,206
Reservation System,4079.62337,0.0,2024Q2,UK,0.0,Burger King London #36,London,UberEats,Burger King,75,65+,Male,Reserved,Delivery,206
Customer Service,0.0,6869.60613,2024Q3,DE,6869.60613,Chipotle Berlin #10,Berlin,OpenTable,Chipotle,43,35-45,Male,Reserved,Eat In,207
Hygiene & Cleanliness,4592.71076,0.0,2024Q3,US,4592.71076,Chipotle New York #82,New York,OpenTable,Chipotle,33,25-34,Male,Reserved,Eat In,208
Service Speed,4592.71076,0.0,2024Q3,US,0.0,Chipotle New York #82,New York,OpenTable,Chipotle,33,25-34,Male,Reserved,Eat In,208
Reservation System,4592.71076,0.0,2024Q3,US,0.0,Chipotle New York #82,New York,OpenTable,Chipotle,33,25-34,Male,Reserved,Eat In,208
Special Features or Experiences,2959.5898,0.0,2024Q2,IT,2959.5898,Subway Rome #98,Rome,RestaurantWebsite,Subway,18,18-24,Female,Walk-In,Eat In,209
Food Quality,2959.5898,0.0,2024Q2,IT,0.0,Subway Rome #98,Rome,RestaurantWebsite,Subway,18,18-24,Female,Walk-In,Eat In,209
Hygiene & Cleanliness,2959.5898,0.0,2024Q2,IT,0.0,Subway Rome #98,Rome,RestaurantWebsite,Subway,18,18-24,Female,Walk-In,Eat In,209
Location & Accessibility,0.0,5932.20805,2024Q3,ES,5932.20805,Burger King Madrid #8,Madrid,RestaurantWebsite,Burger King,65,65+,Female,Walk-In,Takeout,210
Reservation System,0.0,5932.20805,2024Q3,ES,0.0,Burger King Madrid #8,Madrid,RestaurantWebsite,Burger King,65,65+,Female,Walk-In,Takeout,210
Menu Variety,0.0,5932.20805,2024Q3,ES,0.0,Burger King Madrid #8,Madrid,RestaurantWebsite,Burger King,65,65+,Female,Walk-In,Takeout,210
Food Quality,1807.91917,0.0,2024Q3,FR,1807.91917,McDonald's Paris #30,Paris,OpenTable,McDonald's,74,65+,Female,Reserved,Eat In,211
Reservation System,1807.91917,0.0,2024Q3,FR,0.0,McDonald's Paris #30,Paris,OpenTable,McDonald's,74,65+,Female,Reserved,Eat In,211
Special Features or Experiences,1807.91917,0.0,2024Q3,FR,0.0,McDonald's Paris #30,Paris,OpenTable,McDonald's,74,65+,Female,Reserved,Eat In,211
Special Features or Experiences,6039.8187,0.0,2024Q2,UK,6039.8187,Subway London #100,London,Deliveroo,Subway,39,35-45,Female,Reserved,Delivery,212
Ambience,6039.8187,0.0,2024Q2,UK,0.0,Subway London #100,London,Deliveroo,Subway,39,35-45,Female,Reserved,Delivery,212
Reservation System,6024.15683,0.0,2024Q3,ES,6024.15683,Burger King Madrid #71,Madrid,RestaurantWebsite,Burger King,55,55-64,Female,Walk-In,Takeout,213
Pricing,6024.15683,0.0,2024Q3,ES,0.0,Burger King Madrid #71,Madrid,RestaurantWebsite,Burger King,55,55-64,Female,Walk-In,Takeout,213
Ambience,6024.15683,0.0,2024Q3,ES,0.0,Burger King Madrid #71,Madrid,RestaurantWebsite,Burger King,55,55-64,Female,Walk-In,Takeout,213
Service Speed,0.0,7436.32511,2024Q3,DE,7436.32511,Chipotle Berlin #68,Berlin,JustEat,Chipotle,73,65+,Female,Reserved,Delivery,214
Reservation System,0.0,7436.32511,2024Q3,DE,0.0,Chipotle Berlin #68,Berlin,JustEat,Chipotle,73,65+,Female,Reserved,Delivery,214
Food Quality,0.0,7436.32511,2024Q3,DE,0.0,Chipotle Berlin #68,Berlin,JustEat,Chipotle,73,65+,Female,Reserved,Delivery,214
Pricing,1665.39483,0.0,2024Q2,US,1665.39483,KFC New York #57,New York,OpenTable,KFC,38,35-45,Female,Reserved,Eat In,215
Menu Variety,7883.33844,0.0,2024Q3,FR,7883.33844,Burger King Paris #73,Paris,RestaurantWebsite,Burger King,68,65+,Female,Walk-In,Takeout,216
Location & Accessibility,7883.33844,0.0,2024Q3,FR,0.0,Burger King Paris #73,Paris,RestaurantWebsite,Burger King,68,65+,Female,Walk-In,Takeout,216
Hygiene & Cleanliness,7883.33844,0.0,2024Q3,FR,0.0,Burger King Paris #73,Paris,RestaurantWebsite,Burger King,68,65+,Female,Walk-In,Takeout,216
Food Quality,7883.33844,0.0,2024Q3,FR,0.0,Burger King Paris #73,Paris,RestaurantWebsite,Burger King,68,65+,Female,Walk-In,Takeout,216
Hygiene & Cleanliness,6720.50606,0.0,2024Q2,ES,6720.50606,Subway Madrid #89,Madrid,Deliveroo,Subway,23,18-24,Female,Reserved,Delivery,217
Service Speed,6720.50606,0.0,2024Q2,ES,0.0,Subway Madrid #89,Madrid,Deliveroo,Subway,23,18-24,Female,Reserved,Delivery,217
Menu Variety,5832.93419,0.0,2024Q2,DE,5832.93419,Chipotle Berlin #70,Berlin,Deliveroo,Chipotle,57,55-64,Female,Reserved,Delivery,218
Location & Accessibility,5832.93419,0.0,2024Q2,DE,0.0,Chipotle Berlin #70,Berlin,Deliveroo,Chipotle,57,55-64,Female,Reserved,Delivery,218
Special Features or Experiences,5832.93419,0.0,2024Q2,DE,0.0,Chipotle Berlin #70,Berlin,Deliveroo,Chipotle,57,55-64,Female,Reserved,Delivery,218
Reservation System,5832.93419,0.0,2024Q2,DE,0.0,Chipotle Berlin #70,Berlin,Deliveroo,Chipotle,57,55-64,Female,Reserved,Delivery,218
Menu Variety,0.0,2856.74499,2024Q3,UK,2856.74499,KFC London #22,London,RestaurantWebsite,KFC,41,35-45,Female,Walk-In,Takeout,219
Hygiene & Cleanliness,0.0,2856.74499,2024Q3,UK,0.0,KFC London #22,London,RestaurantWebsite,KFC,41,35-45,Female,Walk-In,Takeout,219
Special Features or Experiences,0.0,2856.74499,2024Q3,UK,0.0,KFC London #22,London,RestaurantWebsite,KFC,41,35-45,Female,Walk-In,Takeout,219
Service Speed,4704.77222,0.0,2024Q3,IT,4704.77222,Chipotle Rome #56,Rome,Deliveroo,Chipotle,82,65+,Female,Reserved,Delivery,220
Location & Accessibility,4704.77222,0.0,2024Q3,IT,0.0,Chipotle Rome #56,Rome,Deliveroo,Chipotle,82,65+,Female,Reserved,Delivery,220
